Date,Calculated Drawdown_At Gauge,Calculated Drawdown_At Bottom Node,Reservoir Pressure,z Well Identifier,z TMore PS Identifier,z TMore Identifier,z Tag Identifier 2,z Tag Identifier,z PI-AF Database,z PDMS Site Identifier,z Data Not used,z Avocet Capture Identifier,WHT,WHP Availability,WHP,Well Status,Well Name,Well Manifold,Well Instructions Comments,Well Head Elevation,WCT Model,WCT,Water Density,Upper Zone P,Tubing Gradient,Tubing dP,Test WHT,Test WHP,Test WCT,Test Reservoir P,Test Remark,Test Qwat Vol,Test Qwat,Test Qoil Vol,Test Qoil,Test Qliq Vol,Test Qliq,Test Qgas Vol,Test Qgas,Test Productivity Index,Test MPFM CF WCT,Test MPFM CF Wat,Test MPFM CF Oil,Test MPFM CF Liq,Test MPFM CF GOR,Test MPFM CF Gas,Test GOR,Test Downhole Gauge T,Test Downhole Gauge P,Test Choke Outlet P,Test Choke Opening,Service Line Valve Status,Service Line P,Sand Raw Availability,Sand Raw,Sand Rate,Sand Control Type,Riser Routing,Riser Branch,Reservoir Units UZ,Reservoir Units LZ,Reservoir Units,Reservoir P,Reservoir,Ramp-Up Speed,Qwat VLP/IPR,Qwat VLP,Qwat PC,Qwat MPFM corrected,Qwat MPFM,Qwat IPR,Qwat,Qoil VLP/IPR,Qoil VLP,Qoil Target,Qoil PC,Qoil MPFM corrected,Qoil MPFM,Qoil MAP,Qoil IPR,Qoil Choke Method,Qoil,Qliq VLP/IPR,Qliq VLP,Qliq PC,Qliq MPFM corrected,Qliq MPFM,Qliq IPR,Qliq Choke Method,Qliq,Qgas VLP/IPR,Qgas VLP,Qgas PC,Qgas MPFM corrected,Qgas MPFM,Qgas IPR,Qgas,Q Constraint,Q best estimate Source,Productivity Index,Production Zone,Production Wing Valve Status,Production Wing Valve Opening Frequency,Production Well Name,Production Master Valve Status,Production Master Valve Opening Frequency,PC Coefficient A4,PC Coefficient A3,PC Coefficient A2,PC Coefficient A1,PC Coefficient A0,MPFM WCT,MPFM Venturi dP,MPFM T,MPFM Status,MPFM P,MPFM NTotal Count Rate,MPFM N81 Count Rate,MPFM N356 Count Rate,MPFM N32 Count Rate,MPFM GOR,MPFM Density Water,MPFM Density Oil,MPFM Density Mixture,MPFM Density Gas,MPFM CF WCT,MPFM CF Liq,MPFM CF GOR,MPFM Availability,Methanol Injection Valve Status,Methanol Flow Valve Status,Manifold T,Manifold Routing,Manifold Production Valve Right Status,Manifold Production Valve Left Status,Manifold P,Lower Zone P,Last Validated Test Start,Last Validated Test End,Last Validated Test Duration,Jumper T,Jumper P Availability,Jumper P,IWC Status,Header Routing,GOR Model,GOR,Downhole Gauge T,Downhole Gauge Status,Downhole Gauge P Availability,Downhole Gauge P,Downhole Gauge Depth TVD MSL,Downhole Gauge Depth MD MSL,DHSV Status,DHSV Opening Frequency,Control Value,Control Target,Control Mode,Choke Opening Calc2,Choke Opening Calc1,Choke Opening Availability,Choke Opening,Choke Measured,Choke dP,Choke CCR,Choke Calculated,Chemical Injection Valve B Status,Chemical Injection Valve A Status,C Factor Well,Bottomhole Reference Depth TVD MSL,Bottomhole Reference Depth MD MSL,Bottomhole P,Bottomhole Drawdown,Associated Injector,Annulus Wing Valve Status,Annulus Wing Valve Opening Frequency,Annulus P Availability,Annulus P,Annulus Master Valve Status,Annulus Master Valve Opening Frequency,Pseudo Cv,GL GOR,GL Qgas,GL Qliq,GL Qoil,GL Qwat,GL Ramp-up Speed,GL WCT
2019-01-01 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,48.12136459350586,100.0,87.683349609375,,,,,1264.6,,1.9237354754548392,1.041,,0.9465529582520301,78.74188232421875,,,,,,,,,,,,,,,,,,,,,,,,,,,108.66978454589844,100.0,4936.64453125,0.0,,,,,,,,,0.2981414794921875,,,0.0,8730.216272104388,8730.216272104388,,610402.625,,,10960.0,0.0,7053.65500323896,7053.6550032389605,-3719.01318359375,,0.0,31119668.0,,,,15783.871275343348,15783.871275343348,,0.0,31730070.625,,,0.0,42.187880859389885,42.187880859389885,,186023.890625,,,,,,100.0,,,100.0,,,,,,55.31099512793308,434.4615783691406,52.309715270996094,True,87.683349609375,10442.26953125,2259.5400390625,4622.95849609375,1810.4974365234375,37.61933172081092,,,,,1.0,1.0,1.0,100.0,,,53.31145095825195,,,,68.79692077636719,,,,,51.13179397583008,100.0,68.36475372314453,,,,37.598571771729674,54.94610595703125,True,100.0,166.42523193359375,2112.6,2258.0,,100.0,31119668.0,10960.0,,56.33995056152344,58.25242614746094,100.0,56.310882568359375,56.310882568359375,19.31859588623047,56.33995056152344,58.25242614746094,,,,2165.7,2454.8,,,,,0.0,100.0,156.13034057617188,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-02 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,48.29414749145508,100.0,87.16846466064453,,,,,1264.6,,1.9237354754548392,1.041,,0.9486197026106579,78.91381072998047,,,,,,,,,,,,,,,,,,,,,,,,,,,107.29581451416016,100.0,4904.3095703125,0.0,,,,,,,,,0.19403076171875,,,0.0,8501.67144471168,8501.67144471168,,610402.625,,,10960.0,0.0,6619.054569934423,6619.054569934423,-1820.1707763671875,,0.0,31119668.0,,,,15120.726014646101,15120.726014646101,,0.0,31730070.625,,,0.0,28.909271484385197,28.909271484385197,,186023.890625,,,,,,100.0,,,100.0,,,,,,56.22528598479244,387.1570129394531,52.371238708496094,True,87.16846466064453,10022.0859375,2201.102294921875,4442.81494140625,1569.613037109375,27.471271799708035,,,,,1.0,1.0,1.0,100.0,,,53.53750228881836,,,,69.81885528564453,,,,,51.19844436645508,100.0,69.3892822265625,,,,37.598571771729674,54.9580192565918,True,100.0,166.082275390625,2112.6,2258.0,,100.0,31119668.0,10960.0,,56.33995056152344,58.25242614746094,100.0,55.77678680419922,55.77678680419922,17.77918243408203,56.33995056152344,58.25242614746094,,,,2165.7,2454.8,,,,,0.0,100.0,156.29270935058594,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-03 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,50.43238830566406,100.0,83.79277038574219,,,,,1264.6,,1.9237354754548392,1.041,,0.9544983911681764,79.40284729003906,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5638427734375,100.0,5121.8310546875,0.0,,,,,,,,,0.68927001953125,,,0.0,10683.586032007133,10683.586032007133,,610402.625,,,10960.0,0.0,7676.132629393714,7676.132629393714,-1609.433349609375,,0.0,31119668.0,,,,18359.718661400846,18359.718661400846,,0.0,31730070.625,,,0.0,38.150920898450956,38.150920898450956,,186023.890625,,,,,,100.0,,,100.0,,,,,,58.190358082491315,574.53955078125,52.57087707519531,True,83.79277038574219,10307.5478515625,2228.941650390625,4536.3720703125,1751.3572998046875,31.26080342202856,,,,,1.0,1.0,1.0,100.0,,,53.673152923583984,,,,69.9464340209961,,,,,51.55695724487305,100.0,69.64839935302734,,,,37.598571771729674,54.97439956665039,True,100.0,163.19561767578125,2112.6,2258.0,,100.0,31119668.0,10960.0,,61.16994094848633,63.59223175048828,100.0,61.04362869262695,61.04362869262695,14.144371032714844,61.16994094848633,63.59223175048828,,,,2165.7,2454.8,,,,,0.0,100.0,156.70709228515625,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-04 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,50.95920181274414,100.0,83.25407409667969,,,,,1264.6,,1.9237354754548392,1.041,,0.959671901231198,79.83322143554688,,,,,,,,,,,,,,,,,,,,,,,,,,,107.47506713867188,100.0,5157.34619140625,0.0,,,,,,,,,0.030517075210809708,,,0.0,10615.28223427239,10615.28223427239,,610402.625,,,10960.0,0.0,7379.94795859533,7379.947958595331,-828.5449829101562,,0.0,31119668.0,,,,17995.230192867723,17995.230192867723,,0.0,31730070.625,,,0.0,30.101493164073116,30.10149316407312,,186023.890625,,,,,,100.0,,,100.0,,,,,,58.98942175510309,542.5859375,52.64185333251953,True,83.25407409667969,10109.0,2274.0,4576.0,1549.0,25.655017755090782,,,,,1.0,1.0,1.0,100.0,,,53.74516296386719,,,,73.2908706665039,,,,,51.46498489379883,100.0,72.92667388916016,,,,37.598571771729674,54.984004974365234,True,100.0,163.08729553222656,2112.6,2258.0,,100.0,31119668.0,10960.0,,63.0,65.53398132324219,100.0,62.544090270996094,62.544090270996094,10.327400207519531,63.0,65.53398132324219,,,,2165.7,2454.8,,,,,0.0,100.0,157.02528381347656,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-05 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,51.253173828125,100.0,84.06526184082031,,,,,1264.6,,1.9237354754548392,1.041,,0.9416356933071804,78.33282470703125,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0205078125,100.0,5395.50390625,0.009967167861759663,,,,,,,,,0.08966064453125,,,0.0,10655.97290278987,10655.97290278987,,610402.625,,,10960.0,0.0,7420.704849790906,7420.704849790907,-985.2168579101562,,0.0,31119668.0,,,,18076.677752580777,18076.677752580777,,0.0,31730070.625,,,0.0,46.011919921891234,46.011919921891234,,186023.890625,,,,,,100.0,,,100.0,,,,,,58.94873520809727,560.6036376953125,52.64450454711914,True,84.06526184082031,10693.2392578125,2347.78466796875,4691.173828125,1862.4410400390625,38.99983564243554,,,,,1.0,1.0,1.0,100.0,,,53.723899841308594,,,,73.34765625,,,,,51.71635055541992,100.0,73.04608917236328,,,,37.598571771729674,54.98724365234375,True,100.0,162.39808654785156,2112.6,2258.0,,100.0,31119668.0,10960.0,,63.0,65.53398132324219,100.0,62.86240768432617,62.86240768432617,11.019172668457031,63.0,65.53398132324219,,,,2165.7,2454.8,,,,,0.0,100.0,157.00071716308594,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-06 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,51.1723747253418,100.0,83.28719329833984,,,,,1264.6,,1.9237354754548392,1.041,,0.9547870108485226,79.4268569946289,,,,,,,,,,,,,,,,,,,,,,,,,,,106.28643035888672,100.0,5259.79443359375,0.0,,,,,,,,,0.4433993399143219,,,0.0,10529.720230776853,10529.720230776855,,610402.625,,,10960.0,0.0,7034.701496918955,7034.701496918953,-1103.5614013671875,,0.0,31119668.0,,,,17564.421727695808,17564.421727695808,,0.0,31730070.625,,,0.0,41.15215722657703,41.15215722657702,,186023.890625,,,,,,100.0,,,100.0,,,,,,59.94914261352228,527.6278686523438,52.643741607666016,True,83.28719329833984,10511.3818359375,2293.60546875,4646.22509765625,1762.5323486328125,36.79463611405756,,,,,1.0,1.0,1.0,100.0,,,53.70056915283203,,,,73.38398742675781,,,,,51.71321487426758,100.0,73.03227233886719,,,,37.598571771729674,54.98756408691406,True,100.0,162.71405029296875,2112.6,2258.0,,100.0,31119668.0,10960.0,,63.0,65.53398132324219,100.0,63.09324645996094,63.09324645996094,10.254920959472656,63.0,65.53398132324219,,,,2165.7,2454.8,,,,,0.0,100.0,157.0091094970703,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-07 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,51.578147888183594,100.0,79.17445373535156,,,,,1264.6,,1.9237354754548392,1.041,,0.965617631729083,80.32783508300781,,,,,,,,,,,,,,,,,,,,,,,,,,,105.97265625,100.0,5842.087890625,0.12647105753421783,,,,,,,,,0.3488616943359375,,,0.0,13105.979349137291,13105.979349137291,,610402.625,,,10960.0,0.0,8852.057362057561,8852.057362057561,-387.330078125,,0.0,31119668.0,,,,21958.03671119485,21958.03671119485,,0.0,31730070.625,,,0.0,46.74749414064149,46.747494140641486,,186023.890625,,,,,,100.0,,,100.0,,,,,,59.686480724642735,811.6641235351562,52.755279541015625,True,79.17445373535156,10299.4775390625,2262.34912109375,4517.66259765625,1641.800537109375,33.21633379791734,,,,,1.0,1.0,1.0,100.0,,,53.687198638916016,,,,72.21772003173828,,,,,51.7181510925293,100.0,71.84872436523438,,,,37.598571771729674,55.01010513305664,True,100.0,159.50228881835938,2112.6,2258.0,,100.0,31119668.0,10960.0,,68.5,71.35922241210938,100.0,68.61946868896484,68.61946868896484,7.3257293701171875,68.5,71.35922241210938,,,,2165.7,2454.8,,,,,0.0,100.0,157.13844299316406,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-08 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,51.421661376953125,100.0,80.10576629638672,,,,,1264.6,,1.9237354754548392,1.041,,0.9633971769846084,80.14311981201172,,,,,,,,,,,,,,,,,,,,,,,,,,,105.62480926513672,100.0,5715.1787109375,0.05670955777168274,,,,,,,,,0.3426394760608673,,,0.0,11497.748367077846,11497.748367077846,,610402.625,,,10960.0,0.0,8497.494233347357,8497.494233347357,95.2535400390625,,0.0,31119668.0,,,,19995.242600425205,19995.242600425205,,0.0,31730070.625,,,0.0,42.75486914064008,42.75486914064008,,186023.890625,,,,,,100.0,,,100.0,,,,,,57.502419934796606,668.99169921875,52.76522445678711,True,80.10576629638672,10250.884765625,2246.184814453125,4494.8564453125,1735.5150146484375,31.6469807480158,,,,,1.0,1.0,1.0,100.0,,,53.724002838134766,,,,74.47151947021484,,,,,51.75855255126953,100.0,74.10839080810547,,,,37.598571771729674,55.009521484375,True,100.0,160.24888610839844,2112.6,2258.0,,100.0,31119668.0,10960.0,,68.5,71.35922241210938,100.0,68.73282623291016,68.73282623291016,5.99737548828125,68.5,71.35922241210938,,,,2165.7,2454.8,,,,,0.0,100.0,157.20181274414062,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-09 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,51.70957565307617,100.0,77.54949188232422,,,,,1264.6,,1.9237354754548392,1.041,,0.9709713571311196,80.77320098876953,,,,,,,,,,,,,,,,,,,,,,,,,,,105.60427856445312,100.0,4981.365234375,0.2840563952922821,,,,,,,,,0.4463653564453125,,,0.0,14496.58303209962,14496.583032099617,,610402.625,,,10960.0,0.0,8983.698256669964,8983.698256669966,3.610818386077881,,0.0,31119668.0,,,,23480.281288769584,23480.281288769584,,0.0,31730070.625,,,0.0,54.77853515626932,54.77853515626933,,186023.890625,,,,,,100.0,,,100.0,,,,,,61.73939253033229,895.387451171875,52.77389144897461,True,77.54949188232422,10759.80859375,2440.915771484375,4636.2353515625,1873.1776123046875,38.35242575722827,,,,,1.0,1.0,1.0,100.0,,,53.774879455566406,,,,70.17744445800781,,,,,51.67976379394531,100.0,69.76673889160156,,,,37.598571771729674,55.0198860168457,True,100.0,158.32269287109375,2112.6,2258.0,,100.0,31119668.0,10960.0,,68.5,71.35922241210938,100.0,68.5528335571289,68.5528335571289,7.782752990722656,68.5,71.35922241210938,,,,2165.7,2454.8,,,,,0.0,100.0,157.0443115234375,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
2019-01-10 00:00:00+01:00,,,186.34,30221,,,1,3022,,,,,51.59107208251953,100.0,78.3996353149414,,,,,1264.6,,1.9237354754548392,1.041,,0.9670123058565138,80.44385528564453,,,,,,,,,,,,,,,,,,,,,,,,,,,105.68083953857422,100.0,5761.23291015625,0.1884072870016098,,,,,,,,,0.4889068603515625,,,0.0,13358.678178553231,13358.678178553231,,610402.625,,,10960.0,0.0,8386.12669182185,8386.126691821852,-4.303084850311279,,0.0,31119668.0,,,,21744.804870375083,21744.804870375083,,0.0,31730070.625,,,0.0,48.62196093751714,48.62196093751715,,186023.890625,,,,,,100.0,,,100.0,,,,,,61.43388390094486,790.6865844726562,52.768611907958984,True,78.3996353149414,10311.169921875,2229.60400390625,4522.0341796875,1803.6092529296875,36.467721610079636,,,,,1.0,1.0,1.0,100.0,,,53.74728012084961,,,,71.61297607421875,,,,,51.78086853027344,100.0,71.25851440429688,,,,37.598571771729674,55.02217102050781,True,100.0,158.84349060058594,2112.6,2258.0,,100.0,31119668.0,10960.0,,68.5,71.35922241210938,100.0,68.62676239013672,68.62676239013672,7.141120910644531,68.5,71.35922241210938,,,,2165.7,2454.8,,,,,0.0,100.0,157.25132751464844,,100.0,,52.5,90.0,32300.0,10960.0,21360.0,,66.08
